id
"(135491, 93020, 18)"
"(135491, 93032, 18)"
"(135491, 93080, 18)"
"(135491, 93088, 18)"
"(135492, 93022, 18)"
"(135492, 93078, 18)"
"(135492, 93079, 18)"
"(135492, 93092, 18)"
"(135493, 93024, 18)"
"(135493, 93090, 18)"
"(135494, 93024, 18)"
"(135494, 93042, 18)"
"(135494, 93043, 18)"
"(135494, 93087, 18)"
"(135495, 93024, 18)"
"(135495, 93035, 18)"
"(135495, 93040, 18)"
"(135495, 93081, 18)"
"(135495, 93082, 18)"
"(135495, 93088, 18)"
"(135495, 93090, 18)"
"(135496, 93032, 18)"
"(135496, 93039, 18)"
"(135496, 93041, 18)"
"(135496, 93071, 18)"
"(135496, 93078, 18)"
"(135496, 93080, 18)"
"(135496, 93082, 18)"
"(135496, 93091, 18)"
"(135497, 93008, 18)"
"(135497, 93019, 18)"
"(135497, 93039, 18)"
"(135497, 93073, 18)"
"(135497, 93079, 18)"
"(135497, 93082, 18)"
"(135497, 93086, 18)"
"(135498, 93034, 18)"
"(135498, 93039, 18)"
"(135498, 93041, 18)"
"(135498, 93073, 18)"
"(135498, 93076, 18)"
"(135498, 93078, 18)"
"(135498, 93079, 18)"
"(135498, 93080, 18)"
"(135498, 93081, 18)"
"(135498, 93083, 18)"
"(135498, 93084, 18)"
"(135498, 93086, 18)"
"(135499, 93039, 18)"
"(135499, 93079, 18)"
"(135499, 93086, 18)"
"(135499, 93097, 18)"
"(135500, 93040, 18)"
"(135500, 93067, 18)"
"(135500, 93076, 18)"
"(135502, 93024, 18)"
"(135502, 93037, 18)"
"(135502, 93067, 18)"
"(135502, 93098, 18)"
"(135503, 93006, 18)"
"(135503, 93031, 18)"
"(135503, 93037, 18)"
"(135503, 93067, 18)"
"(135503, 93069, 18)"
"(135503, 93070, 18)"
"(135504, 93006, 18)"
"(135504, 93013, 18)"
"(135504, 93052, 18)"
"(135504, 93072, 18)"
"(135504, 93073, 18)"
"(135504, 93074, 18)"
"(135504, 93076, 18)"
"(135504, 93077, 18)"
"(135505, 93009, 18)"
"(135505, 93030, 18)"
"(135505, 93065, 18)"
"(135505, 93070, 18)"
"(135505, 93071, 18)"
"(135505, 93076, 18)"
"(135506, 93011, 18)"
"(135506, 93032, 18)"
"(135506, 93073, 18)"
"(135506, 93074, 18)"
"(135506, 93075, 18)"
"(135506, 93076, 18)"
"(135507, 93011, 18)"
"(135507, 93013, 18)"
"(135507, 93014, 18)"
"(135507, 93070, 18)"
"(135507, 93073, 18)"
"(135507, 93074, 18)"
"(135508, 93010, 18)"
"(135508, 93011, 18)"
"(135508, 93028, 18)"
"(135508, 93051, 18)"
"(135508, 93071, 18)"
"(135509, 93028, 18)"
"(135509, 93052, 18)"
"(135509, 93057, 18)"
"(135509, 93070, 18)"
"(135509, 93073, 18)"
"(135510, 93013, 18)"
"(135510, 93056, 18)"
"(135510, 93057, 18)"
"(135510, 93064, 18)"
"(135510, 93069, 18)"
"(135510, 93073, 18)"
"(135510, 93078, 18)"
"(135510, 93096, 18)"
"(135510, 93098, 18)"
"(135511, 93050, 18)"
"(135511, 93057, 18)"
"(135511, 93069, 18)"
"(135511, 93070, 18)"
"(135511, 93071, 18)"
"(135512, 93029, 18)"
"(135512, 93051, 18)"
"(135512, 93052, 18)"
"(135512, 93056, 18)"
"(135512, 93066, 18)"
"(135512, 93070, 18)"
"(135512, 93073, 18)"
"(135512, 93080, 18)"
"(135512, 93081, 18)"
"(135513, 93051, 18)"
"(135513, 93054, 18)"
"(135513, 93056, 18)"
"(135513, 93065, 18)"
"(135513, 93073, 18)"
"(135513, 93084, 18)"
"(135514, 93046, 18)"
"(135514, 93048, 18)"
"(135514, 93070, 18)"
"(135515, 93052, 18)"
"(135515, 93064, 18)"
"(135515, 93091, 18)"
"(135516, 93023, 18)"
"(135516, 93026, 18)"
"(135516, 93069, 18)"
"(135516, 93070, 18)"
"(135516, 93077, 18)"
"(135516, 93103, 18)"
"(135516, 93104, 18)"
"(135517, 93023, 18)"
"(135517, 93026, 18)"
"(135517, 93027, 18)"
"(135517, 93071, 18)"
"(135517, 93074, 18)"
"(135517, 93092, 18)"
"(135517, 93105, 18)"
"(135518, 93022, 18)"
"(135518, 93025, 18)"
"(135518, 93035, 18)"
"(135518, 93036, 18)"
"(135518, 93048, 18)"
"(135518, 93072, 18)"
"(135518, 93074, 18)"
"(135518, 93075, 18)"
"(135518, 93102, 18)"
"(135518, 93103, 18)"
"(135519, 93035, 18)"
"(135519, 93067, 18)"
"(135519, 93068, 18)"
"(135519, 93075, 18)"
"(135519, 93076, 18)"
"(135520, 93025, 18)"
"(135520, 93032, 18)"
"(135520, 93036, 18)"
"(135520, 93037, 18)"
"(135520, 93046, 18)"
"(135520, 93066, 18)"
"(135520, 93076, 18)"
"(135520, 93077, 18)"
"(135521, 93022, 18)"
"(135521, 93023, 18)"
"(135521, 93024, 18)"
"(135521, 93031, 18)"
"(135521, 93067, 18)"
"(135521, 93069, 18)"
"(135521, 93070, 18)"
"(135521, 93075, 18)"
"(135521, 93076, 18)"
"(135521, 93077, 18)"
"(135521, 93088, 18)"
"(135521, 93090, 18)"
"(135522, 92970, 18)"
"(135522, 93022, 18)"
"(135522, 93025, 18)"
"(135522, 93026, 18)"
"(135522, 93046, 18)"
"(135522, 93050, 18)"
"(135522, 93070, 18)"
"(135522, 93073, 18)"
"(135522, 93080, 18)"
"(135522, 93092, 18)"
"(135523, 92967, 18)"
"(135523, 92969, 18)"
"(135523, 93017, 18)"
"(135523, 93019, 18)"
"(135523, 93023, 18)"
"(135523, 93025, 18)"
"(135523, 93026, 18)"
"(135523, 93027, 18)"
"(135523, 93055, 18)"
"(135523, 93066, 18)"
"(135523, 93070, 18)"
"(135523, 93073, 18)"
"(135523, 93074, 18)"
"(135523, 93080, 18)"
"(135523, 93087, 18)"
"(135524, 92967, 18)"
"(135524, 92968, 18)"
"(135524, 93022, 18)"
"(135524, 93023, 18)"
"(135524, 93024, 18)"
"(135524, 93025, 18)"
"(135524, 93069, 18)"
"(135524, 93073, 18)"
"(135524, 93076, 18)"
"(135524, 93079, 18)"
"(135524, 93088, 18)"
"(135525, 92968, 18)"
"(135525, 93020, 18)"
"(135525, 93022, 18)"
"(135525, 93023, 18)"
"(135525, 93026, 18)"
"(135525, 93031, 18)"
"(135525, 93065, 18)"
"(135525, 93066, 18)"
"(135525, 93069, 18)"
"(135525, 93070, 18)"
"(135525, 93073, 18)"
"(135525, 93074, 18)"
"(135525, 93075, 18)"
"(135525, 93080, 18)"
"(135525, 93083, 18)"
"(135525, 93086, 18)"
"(135526, 93025, 18)"
"(135526, 93045, 18)"
"(135526, 93046, 18)"
"(135526, 93062, 18)"
"(135526, 93066, 18)"
"(135526, 93067, 18)"
"(135526, 93073, 18)"
"(135526, 93081, 18)"
"(135526, 93083, 18)"
"(135526, 93088, 18)"
"(135527, 93029, 18)"
"(135527, 93048, 18)"
"(135527, 93055, 18)"
"(135527, 93067, 18)"
"(135527, 93079, 18)"
"(135527, 93081, 18)"
"(135528, 92976, 18)"
"(135528, 93040, 18)"
"(135528, 93058, 18)"
"(135528, 93064, 18)"
"(135528, 93079, 18)"
"(135529, 93051, 18)"
"(135529, 93059, 18)"
"(135529, 93071, 18)"
"(135529, 93072, 18)"
"(135529, 93080, 18)"
"(135529, 93081, 18)"
"(135530, 92979, 18)"
"(135530, 93033, 18)"
"(135530, 93063, 18)"
"(135530, 93069, 18)"
"(135530, 93072, 18)"
"(135530, 93097, 18)"
"(135531, 92976, 18)"
"(135531, 93008, 18)"
"(135531, 93033, 18)"
"(135531, 93069, 18)"
"(135531, 93071, 18)"
"(135531, 93085, 18)"
"(135531, 93087, 18)"
"(135531, 93092, 18)"
"(135531, 93097, 18)"
"(135532, 93020, 18)"
"(135532, 93021, 18)"
"(135532, 93022, 18)"
"(135532, 93026, 18)"
"(135532, 93040, 18)"
"(135532, 93058, 18)"
"(135532, 93083, 18)"
"(135532, 93085, 18)"
"(135532, 93095, 18)"
"(135533, 93020, 18)"
"(135533, 93057, 18)"
"(135533, 93095, 18)"
"(135534, 92974, 18)"
"(135534, 93013, 18)"
"(135534, 93031, 18)"
"(135534, 93089, 18)"
"(135534, 93090, 18)"
"(135535, 92974, 18)"
"(135535, 92976, 18)"
"(135535, 93014, 18)"
"(135535, 93045, 18)"
"(135535, 93085, 18)"
"(135535, 93086, 18)"
"(135535, 93109, 18)"
"(135536, 92975, 18)"
"(135536, 93004, 18)"
"(135536, 93005, 18)"
"(135536, 93012, 18)"
"(135536, 93013, 18)"
"(135536, 93014, 18)"
"(135536, 93093, 18)"
"(135537, 93006, 18)"
"(135537, 93014, 18)"
"(135537, 93025, 18)"
"(135537, 93054, 18)"
"(135538, 93003, 18)"
"(135538, 93004, 18)"
"(135538, 93055, 18)"
"(135538, 93058, 18)"
"(135538, 93079, 18)"
"(135538, 93082, 18)"
"(135538, 93084, 18)"
"(135538, 93087, 18)"
"(135539, 92960, 18)"
"(135539, 92961, 18)"
"(135539, 92996, 18)"
"(135539, 93017, 18)"
"(135539, 93030, 18)"
"(135539, 93080, 18)"
"(135539, 93084, 18)"
"(135539, 93087, 18)"
"(135539, 93111, 18)"
"(135540, 92963, 18)"
"(135540, 92994, 18)"
"(135540, 93000, 18)"
"(135540, 93030, 18)"
"(135540, 93031, 18)"
"(135540, 93078, 18)"
"(135540, 93080, 18)"
"(135540, 93081, 18)"
"(135540, 93086, 18)"
"(135540, 93089, 18)"
"(135541, 92957, 18)"
"(135541, 92958, 18)"
"(135541, 92963, 18)"
"(135541, 93001, 18)"
"(135541, 93002, 18)"
"(135541, 93003, 18)"
"(135541, 93013, 18)"
"(135541, 93080, 18)"
"(135541, 93081, 18)"
"(135541, 93082, 18)"
"(135541, 93090, 18)"
"(135541, 93091, 18)"
"(135541, 93092, 18)"
"(135541, 93100, 18)"
"(135541, 93106, 18)"
"(135542, 92986, 18)"
"(135542, 92998, 18)"
"(135542, 93002, 18)"
"(135542, 93004, 18)"
"(135542, 93011, 18)"
"(135542, 93012, 18)"
"(135542, 93077, 18)"
"(135542, 93078, 18)"
"(135542, 93080, 18)"
"(135542, 93083, 18)"
"(135542, 93087, 18)"
"(135542, 93088, 18)"
"(135543, 92985, 18)"
"(135543, 92998, 18)"
"(135543, 92999, 18)"
"(135543, 93004, 18)"
"(135543, 93079, 18)"
"(135543, 93085, 18)"
"(135543, 93086, 18)"
"(135543, 93088, 18)"
"(135543, 93105, 18)"
"(135544, 92988, 18)"
"(135544, 92998, 18)"
"(135544, 93004, 18)"
"(135544, 93005, 18)"
"(135544, 93030, 18)"
"(135544, 93066, 18)"
"(135544, 93068, 18)"
"(135544, 93070, 18)"
"(135544, 93075, 18)"
"(135544, 93078, 18)"
"(135544, 93085, 18)"
"(135544, 93087, 18)"
"(135544, 93088, 18)"
"(135545, 92980, 18)"
"(135545, 92991, 18)"
"(135545, 92993, 18)"
"(135545, 92994, 18)"
"(135545, 93005, 18)"
"(135545, 93008, 18)"
"(135545, 93014, 18)"
"(135545, 93048, 18)"
"(135545, 93072, 18)"
"(135545, 93074, 18)"
"(135545, 93076, 18)"
"(135545, 93079, 18)"
"(135545, 93082, 18)"
"(135545, 93085, 18)"
"(135545, 93088, 18)"
"(135545, 93089, 18)"
"(135545, 93092, 18)"
"(135545, 93093, 18)"
"(135546, 92982, 18)"
"(135546, 92990, 18)"
"(135546, 92994, 18)"
"(135546, 92995, 18)"
"(135546, 92996, 18)"
"(135546, 93000, 18)"
"(135546, 93001, 18)"
"(135546, 93006, 18)"
"(135546, 93007, 18)"
"(135546, 93008, 18)"
"(135546, 93076, 18)"
"(135546, 93080, 18)"
"(135546, 93081, 18)"
"(135546, 93083, 18)"
"(135546, 93088, 18)"
"(135546, 93093, 18)"
"(135547, 92977, 18)"
"(135547, 92978, 18)"
"(135547, 92980, 18)"
"(135547, 92983, 18)"
"(135547, 92989, 18)"
"(135547, 92992, 18)"
"(135547, 92993, 18)"
"(135547, 92997, 18)"
"(135547, 93003, 18)"
"(135547, 93007, 18)"
"(135547, 93008, 18)"
"(135547, 93010, 18)"
"(135547, 93011, 18)"
"(135547, 93077, 18)"
"(135547, 93086, 18)"
"(135548, 92977, 18)"
"(135548, 92982, 18)"
"(135548, 92986, 18)"
"(135548, 92988, 18)"
"(135548, 93001, 18)"
"(135548, 93017, 18)"
"(135548, 93062, 18)"
"(135548, 93072, 18)"
"(135548, 93077, 18)"
"(135548, 93079, 18)"
"(135548, 93080, 18)"
"(135548, 93081, 18)"
"(135548, 93085, 18)"
"(135548, 93092, 18)"
"(135549, 92978, 18)"
"(135549, 92979, 18)"
"(135549, 92983, 18)"
"(135549, 92986, 18)"
"(135549, 92987, 18)"
"(135549, 92995, 18)"
"(135549, 92996, 18)"
"(135549, 92997, 18)"
"(135549, 93001, 18)"
"(135549, 93002, 18)"
"(135549, 93004, 18)"
"(135549, 93005, 18)"
"(135549, 93077, 18)"
"(135549, 93081, 18)"
"(135549, 93083, 18)"
"(135549, 93087, 18)"
"(135549, 93088, 18)"
"(135549, 93089, 18)"
"(135549, 93090, 18)"
"(135550, 92981, 18)"
"(135550, 92987, 18)"
"(135550, 92989, 18)"
"(135550, 93002, 18)"
"(135550, 93004, 18)"
"(135550, 93011, 18)"
"(135550, 93013, 18)"
"(135550, 93014, 18)"
"(135550, 93031, 18)"
"(135550, 93080, 18)"
"(135550, 93081, 18)"
"(135550, 93085, 18)"
"(135550, 93086, 18)"
"(135550, 93087, 18)"
"(135551, 92981, 18)"
"(135551, 92994, 18)"
"(135551, 92997, 18)"
"(135551, 92998, 18)"
"(135551, 92999, 18)"
"(135551, 93062, 18)"
"(135551, 93066, 18)"
"(135551, 93087, 18)"
"(135551, 93089, 18)"
"(135552, 92959, 18)"
"(135552, 92960, 18)"
"(135552, 92964, 18)"
"(135552, 92970, 18)"
"(135552, 92971, 18)"
"(135552, 92982, 18)"
"(135552, 92987, 18)"
"(135552, 92989, 18)"
"(135552, 92990, 18)"
"(135552, 93003, 18)"
"(135552, 93004, 18)"
"(135552, 93088, 18)"
"(135553, 92956, 18)"
"(135553, 92958, 18)"
"(135553, 92959, 18)"
"(135553, 92965, 18)"
"(135553, 92979, 18)"
"(135553, 92981, 18)"
"(135553, 92989, 18)"
"(135553, 92990, 18)"
"(135553, 92993, 18)"
"(135553, 93075, 18)"
"(135553, 93076, 18)"
"(135554, 92956, 18)"
"(135554, 92958, 18)"
"(135554, 92963, 18)"
"(135554, 92970, 18)"
"(135554, 92971, 18)"
"(135554, 92979, 18)"
"(135554, 92983, 18)"
"(135554, 93078, 18)"
"(135554, 93080, 18)"
"(135554, 93084, 18)"
"(135554, 93085, 18)"
"(135555, 92952, 18)"
"(135555, 92957, 18)"
"(135555, 92962, 18)"
"(135555, 92966, 18)"
"(135555, 92968, 18)"
"(135555, 92971, 18)"
"(135555, 92977, 18)"
"(135555, 92978, 18)"
"(135555, 92979, 18)"
"(135555, 92980, 18)"
"(135555, 92981, 18)"
"(135555, 92982, 18)"
"(135555, 92984, 18)"
"(135555, 92991, 18)"
"(135555, 93060, 18)"
"(135555, 93067, 18)"
"(135555, 93077, 18)"
"(135555, 93080, 18)"
"(135555, 93082, 18)"
"(135555, 93083, 18)"
"(135555, 93084, 18)"
"(135555, 93086, 18)"
"(135556, 92954, 18)"
"(135556, 92959, 18)"
"(135556, 92962, 18)"
"(135556, 92965, 18)"
"(135556, 92981, 18)"
"(135556, 92983, 18)"
"(135556, 93057, 18)"
"(135556, 93066, 18)"
"(135556, 93075, 18)"
"(135556, 93079, 18)"
"(135556, 93082, 18)"
"(135556, 93085, 18)"
"(135557, 92948, 18)"
"(135557, 92954, 18)"
"(135557, 92965, 18)"
"(135557, 92967, 18)"
"(135557, 92976, 18)"
"(135557, 92982, 18)"
"(135557, 93068, 18)"
"(135557, 93070, 18)"
"(135557, 93076, 18)"
"(135557, 93078, 18)"
"(135557, 93080, 18)"
"(135557, 93083, 18)"
"(135557, 93084, 18)"
"(135557, 93086, 18)"
"(135557, 93088, 18)"
"(135558, 92956, 18)"
"(135558, 92957, 18)"
"(135558, 92963, 18)"
"(135558, 92983, 18)"
"(135558, 93076, 18)"
"(135558, 93077, 18)"
"(135558, 93078, 18)"
"(135558, 93081, 18)"
"(135558, 93083, 18)"
"(135558, 93088, 18)"
"(135559, 92965, 18)"
"(135559, 92971, 18)"
"(135559, 92972, 18)"
"(135559, 93077, 18)"
"(135559, 93078, 18)"
"(135559, 93082, 18)"
"(135559, 93087, 18)"
"(135560, 92968, 18)"
"(135560, 92971, 18)"
"(135560, 93057, 18)"
"(135560, 93060, 18)"
"(135560, 93062, 18)"
"(135560, 93087, 18)"
"(135561, 93051, 18)"
"(135561, 93062, 18)"
"(135561, 93078, 18)"
"(135561, 93079, 18)"
"(135561, 93088, 18)"
"(135561, 93089, 18)"
"(135562, 92957, 18)"
"(135562, 92958, 18)"
"(135562, 92959, 18)"
"(135562, 92967, 18)"
"(135562, 92968, 18)"
"(135562, 92976, 18)"
"(135562, 92979, 18)"
"(135562, 92981, 18)"
"(135562, 92983, 18)"
"(135562, 93051, 18)"
"(135562, 93077, 18)"
"(135562, 93087, 18)"
"(135562, 93088, 18)"
"(135563, 92951, 18)"
"(135563, 92960, 18)"
"(135563, 92961, 18)"
"(135563, 92962, 18)"
"(135563, 92976, 18)"
"(135563, 92978, 18)"
"(135563, 93045, 18)"
"(135563, 93062, 18)"
"(135563, 93078, 18)"
"(135563, 93080, 18)"
"(135563, 93084, 18)"
"(135563, 93087, 18)"
"(135564, 92951, 18)"
"(135564, 92954, 18)"
"(135564, 92955, 18)"
"(135564, 92968, 18)"
"(135564, 92971, 18)"
"(135564, 93052, 18)"
"(135564, 93060, 18)"
"(135564, 93061, 18)"
"(135564, 93079, 18)"
"(135564, 93086, 18)"
"(135564, 93088, 18)"
"(135564, 93089, 18)"
"(135565, 92971, 18)"
"(135565, 93039, 18)"
"(135565, 93060, 18)"
"(135565, 93062, 18)"
"(135565, 93064, 18)"
"(135565, 93065, 18)"
"(135565, 93066, 18)"
"(135565, 93074, 18)"
"(135565, 93089, 18)"
"(135566, 93038, 18)"
"(135566, 93058, 18)"
"(135566, 93059, 18)"
"(135566, 93060, 18)"
"(135566, 93066, 18)"
"(135566, 93073, 18)"
"(135566, 93075, 18)"
"(135566, 93089, 18)"
"(135567, 93036, 18)"
"(135567, 93039, 18)"
"(135567, 93042, 18)"
"(135567, 93049, 18)"
"(135567, 93059, 18)"
"(135567, 93067, 18)"
"(135567, 93068, 18)"
"(135567, 93069, 18)"
"(135567, 93070, 18)"
"(135567, 93071, 18)"
"(135567, 93082, 18)"
"(135567, 93083, 18)"
"(135567, 93088, 18)"
"(135568, 93037, 18)"
"(135568, 93038, 18)"
"(135568, 93041, 18)"
"(135568, 93042, 18)"
"(135568, 93043, 18)"
"(135568, 93053, 18)"
"(135568, 93054, 18)"
"(135568, 93061, 18)"
"(135568, 93065, 18)"
"(135568, 93066, 18)"
"(135568, 93069, 18)"
"(135568, 93070, 18)"
"(135568, 93071, 18)"
"(135568, 93072, 18)"
"(135568, 93082, 18)"
"(135568, 93084, 18)"
"(135568, 93086, 18)"
"(135568, 93089, 18)"
"(135569, 93052, 18)"
"(135569, 93054, 18)"
"(135569, 93055, 18)"
"(135569, 93057, 18)"
"(135569, 93064, 18)"
"(135569, 93066, 18)"
"(135569, 93067, 18)"
"(135569, 93072, 18)"
"(135569, 93073, 18)"
"(135569, 93082, 18)"
"(135569, 93087, 18)"
"(135569, 93088, 18)"
"(135570, 93032, 18)"
"(135570, 93033, 18)"
"(135570, 93039, 18)"
"(135570, 93055, 18)"
"(135570, 93060, 18)"
"(135570, 93061, 18)"
"(135570, 93065, 18)"
"(135570, 93069, 18)"
"(135570, 93080, 18)"
"(135570, 93084, 18)"
"(135570, 93085, 18)"
"(135570, 93088, 18)"
"(135570, 93090, 18)"
"(135570, 93091, 18)"
"(135571, 93032, 18)"
"(135571, 93033, 18)"
"(135571, 93036, 18)"
"(135571, 93041, 18)"
"(135571, 93050, 18)"
"(135571, 93056, 18)"
"(135571, 93063, 18)"
"(135571, 93067, 18)"
"(135571, 93079, 18)"
"(135571, 93082, 18)"
"(135571, 93084, 18)"
"(135571, 93085, 18)"
"(135571, 93089, 18)"
"(135572, 93027, 18)"
"(135572, 93033, 18)"
"(135572, 93041, 18)"
"(135572, 93042, 18)"
"(135572, 93048, 18)"
"(135572, 93052, 18)"
"(135572, 93053, 18)"
"(135572, 93054, 18)"
"(135572, 93060, 18)"
"(135572, 93065, 18)"
"(135572, 93066, 18)"
"(135572, 93067, 18)"
"(135572, 93079, 18)"
"(135572, 93081, 18)"
"(135572, 93085, 18)"
"(135573, 93027, 18)"
"(135573, 93029, 18)"
"(135573, 93031, 18)"
"(135573, 93032, 18)"
"(135573, 93049, 18)"
"(135573, 93053, 18)"
"(135573, 93055, 18)"
"(135573, 93056, 18)"
"(135573, 93059, 18)"
"(135573, 93060, 18)"
"(135573, 93062, 18)"
"(135573, 93068, 18)"
"(135573, 93075, 18)"
"(135573, 93078, 18)"
"(135573, 93084, 18)"
"(135573, 93087, 18)"
"(135574, 93025, 18)"
"(135574, 93026, 18)"
"(135574, 93028, 18)"
"(135574, 93030, 18)"
"(135574, 93033, 18)"
"(135574, 93042, 18)"
"(135574, 93043, 18)"
"(135574, 93051, 18)"
"(135574, 93052, 18)"
"(135574, 93053, 18)"
"(135574, 93056, 18)"
"(135574, 93057, 18)"
"(135574, 93058, 18)"
"(135574, 93059, 18)"
"(135574, 93069, 18)"
"(135574, 93074, 18)"
"(135574, 93079, 18)"
"(135574, 93084, 18)"
"(135574, 93085, 18)"
"(135575, 93023, 18)"
"(135575, 93024, 18)"
"(135575, 93026, 18)"
"(135575, 93029, 18)"
"(135575, 93030, 18)"
"(135575, 93034, 18)"
"(135575, 93036, 18)"
"(135575, 93041, 18)"
"(135575, 93046, 18)"
"(135575, 93049, 18)"
"(135575, 93051, 18)"
"(135575, 93053, 18)"
"(135575, 93054, 18)"
"(135575, 93070, 18)"
"(135575, 93083, 18)"
"(135575, 93084, 18)"
"(135575, 93087, 18)"
"(135576, 93021, 18)"
"(135576, 93023, 18)"
"(135576, 93026, 18)"
"(135576, 93030, 18)"
"(135576, 93035, 18)"
"(135576, 93048, 18)"
"(135576, 93049, 18)"
"(135576, 93050, 18)"
"(135576, 93051, 18)"
"(135576, 93055, 18)"
"(135576, 93056, 18)"
"(135576, 93068, 18)"
"(135576, 93070, 18)"
"(135576, 93084, 18)"
"(135577, 93020, 18)"
"(135577, 93021, 18)"
"(135577, 93022, 18)"
"(135577, 93023, 18)"
"(135577, 93028, 18)"
"(135577, 93032, 18)"
"(135577, 93033, 18)"
"(135577, 93034, 18)"
"(135577, 93044, 18)"
"(135577, 93045, 18)"
"(135577, 93052, 18)"
"(135577, 93055, 18)"
"(135577, 93057, 18)"
"(135577, 93065, 18)"
"(135577, 93084, 18)"
"(135578, 93020, 18)"
"(135578, 93022, 18)"
"(135578, 93030, 18)"
"(135578, 93033, 18)"
"(135578, 93034, 18)"
"(135578, 93041, 18)"
"(135578, 93046, 18)"
"(135578, 93049, 18)"
"(135578, 93050, 18)"
"(135578, 93051, 18)"
"(135578, 93065, 18)"
"(135578, 93066, 18)"
"(135579, 93018, 18)"
"(135579, 93019, 18)"
"(135579, 93021, 18)"
"(135579, 93022, 18)"
"(135579, 93025, 18)"
"(135579, 93043, 18)"
"(135579, 93044, 18)"
"(135579, 93047, 18)"
"(135579, 93050, 18)"
"(135579, 93062, 18)"
"(135579, 93065, 18)"
"(135579, 93066, 18)"
"(135580, 93015, 18)"
"(135580, 93016, 18)"
"(135580, 93017, 18)"
"(135580, 93018, 18)"
"(135580, 93021, 18)"
"(135580, 93031, 18)"
"(135580, 93035, 18)"
"(135580, 93038, 18)"
"(135580, 93041, 18)"
"(135580, 93045, 18)"
"(135580, 93049, 18)"
"(135580, 93050, 18)"
"(135580, 93051, 18)"
"(135580, 93058, 18)"
"(135580, 93065, 18)"
"(135580, 93066, 18)"
"(135580, 93069, 18)"
"(135581, 92995, 18)"
"(135581, 93001, 18)"
"(135581, 93003, 18)"
